ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
760280324,TOMAGWA MINISTRIES INC,Timika,admin@tomagwa.org,TX,E99Z,"TOMAGWA HEALTHCARE MINISTRIES EXISTS TO PROVIDE COMPASSIONATE CHRISTIAN HEALTHCARE TO COMMUNITY MEMBERS WITH LIMITED RESOURCES. IT IS A FULL-TIME COMPREHENSIVE FAMILY PRACTICE AND DENTAL CLINIC SERVING LOW-RESOURCE UNINSURED RESIDENTS, OFFERING A BROAD RANGE OF PRIMARY HEALTHCARE SERVICES.",B,693,75,Health
263381206,WATERMARK HEALTH A NONPROFIT CORPORATION,Christy,info@watermarkhealth.org,TX,E128,"Our mission is meet the physical, emotional and spiritual needs of the community we serve in conjunction with partners from public, private and faith based sectors.",B,693,75,Health
263725345,FAMILY LIFE CENTER OF NEW BRAUNFELS,Kay,info@flcnb.org,TX,P40,The mission of the Family Life Center is to serve the community as a point of first contact for people in crisis situations by assessing their needs and connecting them to the resources needed to move them from crisis to self-sufficiency.,B,1222,75,Human Services
751678200,AFRICAN AMERICAN MUSEUM,Harry,info@aamdallas.org,TX,A510,"The African American Museum is dedicated to the collection, preservation, exhibition and research of artistic expressions and historical documents that relate to the life and culture of the African American community.",B,871,75,Arts & Culture
822604098,FRIENDS OF THE CHILDREN - AUSTIN,Nancy,info@friendsaustin.org,TX,O30,"FRIENDS OF THE CHILDREN - AUSTIN IS A TEXAS BASED NONPROFIT WITH THE MISSION OF IMPACTING GENERATIONAL CHANGE BY EMPOWERING YOUTH WHO ARE FACING THE GREATEST OBSTACLES THROUGH RELATIONSHIPS WITH PROFESSIONAL MENTORS - 12+ YEARS,NO MATTER WHAT. 83% OF OUR YOUTH RECEIVE A HIGH SCHOOL DIPLOMA OR GED,98% OF OUR YOUTH WAIT TO BECOME PARENTS UNTIL AFTER THEIR TEENS, 93% OFOUR YOUTH REMAIN FREE FROM JUVENILE JUSTICE SYSTEM INVOLVEMENT, AND 92% OF OUR YOUTH GO ON TO ENROLL IN POST-SECONDARY EDUCATION, SERVE OUR COUNTRY OR ENTER THE WORKFORCE.",B,512,75,Youth Development
752573928,TURTLE CREEK CONSERVANCY,Tiffany,info@turtlecreekconservancy.org,TX,C30,PRESERVATION AND ENHANCEMENT OF TURTLE CREEK PARK AND ARLINGTON HALL IN THE TURTLE CREEK CORRIDOR,B,331,75,Environment
451601843,HISPANIC ALLIANCE FOR THE PERFORMING ARTS,Patrick,info@austinsoundwaves.org,TX,A20,"AUSTIN SOUNDWAVES MISSION IS TO MAKE LEARNING MUSIC ACCESSIBLE AND EQUITABLE. AUSTIN SOUNDWAVES LEADS MUSIC LEARNING PARTNERSHIPS THAT TRANSFORM SCHOOL MUSIC PROGRAMS INTO INSPIRING CENTERS OF CREATIVITY. BEYOND THE SCHOOL DAY, AUSTIN SOUNDWAVES OFFERS COMMUNITY-BASED MUSIC PROGRAMS THAT ENCOURAGE LIFELONG LEARNING AND EMPOWER STUDENTS TO ACHIEVE PERSONAL AND PROFESSIONAL SUCCESS. AND PROFESSIONAL SUCCESS.",B,871,75,Arts & Culture
752945230,Communities in Schools of the Big Country,Paul,info@cisbigcountry.org,TX,B80,Student dropout prevention and intervention programs and services,B,1430,75,Education
756061186,TACA INC,Maura,info@taca-arts.org,TX,A60J,"TO SUPPORT EXCELLENCE AND IMPACT IN THE ARTS THROUGH GRANT MAKING, CAPACITY BUILDING AND THOUGHT LEADERSHIP. We envision an innovative, inclusive, sustainable cultural sector, recognized for its essential contribution to a vibrant, prosperous community.",B,871,75,Arts & Culture
883281650,CAMP FERN LEGACY INC,Erica,info@campfern.org,TX,N20,"CAMP FERN LEGACY'S MISSION IS TO ENCOURAGE BOYS & GIRLS TO GROW INTO WELL- BALANCED, SELF-ASSURED YOUNG MEN & WOMEN. CHILDREN LEARN TO VALUE NATURE AND FOLLOW THEIR PASSIONS AND INTERESTS. PERSONAL DEVELOPMENT IS THE CENTER OF A SUMMER AT CAMP FERN LEGACY. OUR MOTTO IS ""GOD FIRST, OTHERS SECOND, I AM THIRD.""",B,465,75,Recreation
201334546,MCALLEN ECONOMIC DEVELOPMENT CORPORATION,Keith,info@mcallenedc.org,TX,S41,"TO MAINTAIN THE LEADERSHIP ROLE IN INDUSTRIAL RECRUITMENT AND EXPANSION BY INCREASING JOBS IN THE MCALLEN - REYNOSA AREA AND TO WORK WITH THE MAYOR, CITY COMMISSION, MCALLEN CHAMBER OF COMMERCE, LOCAL BUSINESS AND THE PRIVATE SECTOR TO PLAN AND IMPLEMENT ECONOMIC DEVELOPMENT STRATEGIES CRITICAL FOR THE CONTINUED GROWTH AND DEVELOPMENT OF MCALLEN.",B,394,75,Community Improvement
752863425,ServingHIM Healthcare International,Kevin,info@ServingHIM.org,TX,Q33,"ServingHIM's main function is to provide dental and medical care to people who cannot afford health care and to spread the Gospel in conjunction with providing the care. We accomplish this through missionary trips to Romania, Modolva, and Guatamala. These trips are staffed with US based doctors.",B,505,75,International
742729189,ANIMAL RESCUE LEAGUE OF EL PASO INC,Leslie,info@arlep.org,TX,D200,"ANIMAL RESCUE LEAGUE OF EL PASO IS A NO-KILL ANIMAL SHELTER. WE SERVE ABANDONED, INJURED & ABUSED COMPANION ANIMALS BY PROVIDING MEDICAL CARE AND LOCATING LIFELONG HOMES",B,545,75,Animal-Related
752038796,HOPE'S DOOR NEW BEGINNING CENTER,Christina,info@hdnbc.org,TX,P43Z,THE MISSION OF HOPE'S DOOR NEW BEGINNING CENTER IS TO OFFER INTERVENTION AND PREVENTION SERVICES TO INDIVIDUALS AND FAMILIES AFFECTED BY INTIMATE PARTNER AND FAMILY VIOLENCE AND TO PROVIDE EDUCATION PROGRAMS THAT ENHANCE THE COMMUNITY'S CAPACITY TO RESPOND.,B,1222,75,Human Services
751899434,SOUTHWEST DAIRY MUSEUM INC,James,info@southwestdairyfarmers.com,TX,A500,TO DEVELOP AND DIRECT EFFECTIVE PROMOTION AND RESEARCH PROGRAMS IN ORDER TO INCREASE SALES OF AND DEMAND FOR ALL DAIRY PRODUCTS AND ADVANCE THE IMAGE OF DAIRY PRODUCERS.,B,871,75,Arts & Culture
352294669,The Beaumont Children's Museum,Amanda,info@beaumontchildrensmuseum.or,TX,A52,"Ignite the growth of children, families and communities through interactive learning.",B,871,75,Arts & Culture
742036976,GUADALUPE CULTURAL ARTS CENTER,Cristina,info@guadalupeculturalarts.org,TX,A200,"THE MISSION OF THE GUADALUPE CULTURAL ARTS CENTER IS TO PRESERVE, DEVELOP, PRESENT AND PROMOTE THE ARTS AND CULTURE OF THE CHICANO. LATINO, AND INDIGENOUS PEOPLES. THE SCOPE OF THE CENTER'S PROGRAMMING IS MULTI-DISCIPLINARY AND VARIED WITHIN EACH OF THE FOLLOWING DISCIPLINES: DANCE, MEDIA ARTS, MUSIC, LITERATURE, THEATRE ARTS, VISUAL ARTS, AND FOLK & TRADITIONAL ARTS.",B,871,75,Arts & Culture
752942035,AGAPE RESOURCE & ASSISTANCE CENTER INC,Janet,info@hope4agape.org,TX,L21,"TO PROVIDE HOUSING AND TRANSFORMATIONAL SUPPORT SERVICES TO HOMELESS SINGLE WOMEN, MOMS AND THEIR CHILDREN THAT EMPOWERS THEM TO MOVE FROM POVERTY AND CRISIS TO FULFILLING, SELF-SUSTAINING INDEPENDENT LIVING.",B,384,75,Housing
861446893,Austin Economic Development Corporation,Theresa,info@rallyaustin.org,TX,S20,The Austin Economic Development Corporation stewards public and private real estate assets to create inclusive community benefits and equitable economic outcomes for Austin.,B,394,75,Community Improvement
421624235,BEACON HILL PREPARATORY INSTITUTE,Charnella,info@beaconhillprep.org,TX,B99,"Beacon Hill supplements existing school systems and prepares students and families for success by providing reading and math tutoring, parent education, college preparation, and enrichment activities for students in Southern Dallas, Fort Worth, and surrounding communities.",B,1430,75,Education
463158287,TRAIL OF LIGHTS FOUNDATION,James,info@saymynamepr.com,TX,A84,"ORGANIZE THE ANNUAL TRAIL OF LIGHTS CELEBRATION IN AUSTIN, TEXAS AND TO ENGAGE IN AND PROMOTE OTHER CHARITABLE AND EDUCATIONAL ACTIVITIES FOR THE BENEFIT OF THE COMMUNITY.",B,871,75,Arts & Culture
030580735,The Gateway Academy Inc,Arthur,info@gatewayacademyhouston.org,TX,B250,"Gateway Academy serves adolescents and young adults who have learning differences that impact social, academic, and critical thinking skills. We provide an environment that prepares students to enter the workplace and college settings with confidence, both socially and educationally. Our population of learning-differentiated students is encouraged to develop critical thinking, enhance personal appreciation, and foster a vision of their future self.",B,1430,75,Education
271024497,FOSTER ANGELS OF CENTRAL TEXAS FOUNDATION,Tania,info@fosterangelsctx.org,TX,P03,THE ORGANIZATIONS MISSION IS TO IMPROVE THE LIVES OF THE CHILDREN IN FOSTER CARE IN CENTRAL TEXAS.,B,1222,75,Human Services
472253259,NVGM Exploratory,John,info@nvmusa.org,TX,A50,"TO PRESERVE THE HISTORY OF THE VIDEOGAME INDUSTRY AND PRESENT IT TO THE PUBLIC IN AN INFORMATIVE,EDUCATIONAL AND ENTERTAINING WAY.",B,871,75,Arts & Culture
274207828,Galveston Urban Ministries,Josh,info@galvestonurbanministries.org,TX,P40,"The mission of Galveston Urban Ministries (GUM) is to develop holistic relationships to transform the beloved Galveston community using GUM-E's: Engage, Equip and Empower. Continued on Sch OBy teaching kids to read, helping adult neighbors prepare to enter the workforce, or educating work groups all over Texas to alleviate poverty, GUM's goal is to see the North Broadway community thrive. GUM wants each of its Galveston neighbors to have healthy families, good-paying jobs, and above all else, to know the abundant love of Jesus. To achieve this, GUM 1) Engages in deep relationships and expresses the love of Christ, 2) Equips others with resources to fight poverty, and 3) Empowers everyone to be physically, mentally, and spiritually healthy and to create sustainable and God-honoring lives.",B,1222,75,Human Services
205989540,Charis Hills Inc,Jeff,info@charishills.org,TX,N20,Theraputic camp for children with learning and behavioral difficulties,B,465,75,Recreation
273828680,APM Outreach Inc,Debbie,info@anchorpoint.us,TX,P45,Championing the future of children by educating and empowering parents because no one is beyond hope.,B,1222,75,Human Services
270621815,AN-NISA HOPE CENTER,Bibi,info@annisa.org,TX,B60,"To assist families in crisis and to bring awareness to issues affecting the community. An Nisa provides assistance to help clients become self sufficient. Some services provided are case management, counseling, education classes, assistance with job training, provide food and basics to survive and much more",B,1430,75,Education
870426671,Utah Parent Center Inc,Jolene,info@utahparentcenter.org,UT,P400,"Our mission is to help parents help their children, youth and young adults with all disabilities to live included, productive lives as members of the community.",B,202,75,Human Services
275399569,ENDEAVOR HALL,Simon,info@endeavorhall.org,UT,B29,ACQUIRE SUPERIOR WRITING SKILLS THROUGH AN ACADEMICALLY CHALLENGING CURRICULUM IN PREPARATION FOR COLLEGIATE STUDIES AND CAREERS.,B,311,75,Education
870642304,SPY HOP PRODUCTIONS,Amy,info@spyhop.org,UT,O53,"TO MENTOR YOUNG PEOPLE IN THE DIGITAL MEDIA ARTS TO HELP THEM FIND VOICE, TELL THEIR STORIES, AND BE EMPOWERED TO AFFECT POSITIVE CHANGE IN THEIR LIVES, THEIR COMMUNITIES, AND THE WORLD.",B,56,55,Youth Development
462536926,MOUNTAIN VIEW MONTESSORI,Chelsea,info@mvmutah.org,UT,B20,"TO PROVIDE A CHILD-CENTERED, INDIVIDUALIZED GRADE K-7 EDUCATION FOUNDED UPON THE PHILOSOPHY OF DR. MARIA MONTESSORI. DMA WILL FOSTER A STRUCTURED ENVIRONMENT OF FREEDOM AND DISCOVERY IN WHICH EACH CHILD CAN REACH HIS OR HER FULL ACADEMIC, SOCIAL, AND PERSONAL POTENTIAL. GRADUATES WILL DEMONSTRATE CREATIVE THINKING, SELF-DISCIPLINE, RESPECT, AND COOPERATION, AND WILL BUILD A SOLID FOUNDATION FOR FUTURE SUCCESS.",B,311,75,Education
870225875,JUNIOR ACHIEVEMENT OF UTAH & IDAHO,Christy,contact@ja-utah.org,UT,Q320,"TO INSPIRE AND PREPARE YOUNG PEOPLE TO SUCCEED IN A GLOBAL ECONOMY VIA PARTNERSHIPS WITH BUSINESS, SCHOOLS AND VOLUNTEERS. TO TEACH KEY CONCEPTS OF WORK READINESS, ENTREPRENEURSHIP AND FINANCIAL LITERACY.",B,106,75,International
900147606,The Ranches Academy Incorporated,Reed,office@theranchesacademy.com,UT,B29,Public charter school educating Utah students.,B,311,75,Education
260543365,ROCKWELL CHARTER HIGH SCHOOL,Misty,office@rockwellhigh.org,UT,B29,THE MISSION OF ROCKWELL CHARTER HIGH SCHOOL IS TO PREPARE STUDENTS FOR SUCCESS IN THEIR POST-SECONDARY EDUCATIONAL ENDEAVORS.,B,311,75,Education
844890857,FRIENDS OF THE CHILDREN - UTAH,Sandi,info@friendsutah.org,UT,O30,"FRIENDS OF THE CHILDREN - UTAH IS A UTAH BASED NONPROFIT WHOSE MISSION IS IMPACTING GENERATIONAL CHANGE BY EMPOWERING YOUTH WHO ARE FACING THE GREATEST OBSTACLES THROUGH RELATIONSHIPS WITH PROFESSIONAL MENTORS - 12+ YEARS, NO MATTER WHAT. 83% OF OUR YOUTH RECEIVE A HIGH SCHOOL DIPLOMA OR GED, 98% OF OUR YOUTH WAIT TO BECOME PARENTS UNTIL AFTER THEIR TEENS, 93% OF OUR YOUTH REMAIN FREE FROM JUVENILE JUSTICE SYSTEM INVOLVEMENT, AND 92% OF OUR YOUTH GO ON TO ENROLL IN POST-SECONDARY EDUCATION, SERVE OUR COUNTRY OR ENTER THE WORKFORCE.",B,56,55,Youth Development
202313461,Maliheh Free Clinic,Brenda,info@malihehfreeclinic.org,UT,E32,"Maliheh Free Clinic seeks to improve the quality of life in the greater Salt Lake City area by providing free, quality medical services for uninsured and low income individuals and families to help reverse the cycle of poverty and suffering created by poor health.",B,97,75,Health
460539199,SALT LAKE CHARTER SCHOOL INC,Anapesi,info@themanaacademy.org,UT,B99,MANA IS DEDICATED TO EXCELLENCE AND COMMITTED TO CLOSING THE OPPORTUNITY GAP BY NUTURING LIFE LONG LEARNERS WHO ARE ROOTED IN THEIR NATIVE CULTURES AND PREPARING THEM TO BE THE LEADERS OF TOMORROW.,B,311,75,Education
870285967,Assist Inc,Erik,info@assistutah.org,UT,L81Z,See Schedule O,B,24,,Housing
474892393,BONNEVILLE ACADEMY,Juliette,info@bonnevilleacademy.org,UT,B29,"BONNEVILLE ACADEMY WILL FOSTER CRITICAL THINKING AND PROBLEM SOLVING SKILLS IN A CHALLENGING, STUDENT CENTERED ENVIROMENT; BY ENCOURAGING EXPLORATION IN SCIENCE, TECHNOLOGY, ENGINEERING AND MATH (STEM). PREPARING STUDENTS FOR SUCCESS IN OUR EVER CHANGING, DYNAMIC WORLD.",B,311,75,Education
821605519,STELLA H OAKS FOUNDATION,Elaine,info@stellahoaks.org,UT,B82,"THE ORGANIZATION'S MISSION IS TO PROVIDE SCHOLARSHIPS THAT ENABLE SINGLE MOTHERS TO RECEIVE THE EDUCATION AND SKILLS TRAINING THEY NEED TO FULFILL THEIR EDUCATIONAL GOALS, ENTER THE WORKFORCE, AND SUPPORT THEIR CHILDREN.",B,311,75,Education
161779566,CS LEWIS ACADEMY,Eveln,info@cslewisacademy.net,UT,B29,"THE MISSION OF CS LEWIS ACADEMY IS TO CREATE A DYNAMIC LEARNING ENVIRONMENT WHERE STUDENTS CAN DEVELOP A LOVE FOR LEARNING THROUGH SELF-CRITIQUE AND SELF-MOTIVATION. AN INTENSIVE STUDY OF LITERATURE COMBINED WITH A COLLABORATIVE EFFORT BETWEEN PARENTS, STUDENTS, AND EDUCATORS WILL EMPOWER THE STUDENTS TO ENGAGE IN INDEPENDENT AND CREATIVE THINKING, PROBLEM SOLVING, AND EFFECTIVE COMMUNICATION.",B,311,75,Education
611729917,UTAH DINE BIKEYAH,Gavin,info@utahdinebikeyah.org,UT,C34,"TO PRESERVE AND PROTECT THE CULTURAL AND NATURAL RESOURCES OF ANCESTRAL, NATIVE AMERICAN LANDS",B,99,75,Environment
562500062,MOAB CHARTER SCHOOL,Carrie,info@moabcharterschool.org,UT,B29,"THE MISSION OF MOAB CHARTER SCHOOL IS TO SUPPORT AND CHALLENGE EACH CHILD TO DEVELOP CRITICAL THINKING, SELF-DIRECTION, AND THEIR FULL ACADEMIC AND CREATIVE POTENTIAL.",B,311,75,Education
742440617,ALLIANCE HOUSE INC,Paige,info@alliancehouse.org,UT,F34Z,COMMUNITY BASED PREVOCATIONAL TRANSITIONAL EMPLOYMENT AND SOCIAL REHABILITATION PROGRAM.,B,82,75,Mental Health
521354117,BLACK HISTORY MUSEUM & CLT CTR,Shakia,info@blackhistorymuseum.org,VA,A500,"BHMVA MISSION IS TO SHARE, INTERPRET, PRESERVE, EXHIBIT, AND COMMEMORATE THE RICH HISTORY AND CULTURE OF AFRICAN AMERICANS THROUGHOUT THE COMMONWEALTH OF VIRGINIA AND BEYOND",B,681,75,Arts & Culture
541067694,Lewinsville Retirement Residence Inc,Carolyn,info@thelewinsville.org,VA,L210,"Low income housing for seniors and handicapped To provide a safe, secure, affordable, and aesthetically pleasing environment designed to compassionately meet the needs of seniors and handicapped persons without regard to their racial, social,ethnic,",B,210,75,Housing
453576353,AINSLEY'S ANGELS OF AMERICA,Kim,info@ainsleysangels.org,VA,P99,"IN ADDITION TO ENSURING EVERYONE CAN EXPERIENCE ENDURANCE EVENTS, AINSLEY'S ANGELS OF AMERICA AIMS TO BUILD AWARENESS ABOUT AMERICA'S SPECIAL NEEDS COMMUNITY THROUGH INCLUSION IN ALL ASPECTS OF LIFE. SERVING AS ADVOCATES TO PROVIDING EDUCATION AND PARTICIPATING AS ACTIVE MEMBERS IN LOCAL COMMUNITIES, WE BELIEVE EVERYONE DESERVES TO BE INCLUDED.",B,675,75,Human Services
541346045,BRAIN INJURY SERVICES,Denise,info@braininjurysvcs.org,VA,G48Z,"BIS'S MISSION IS ""TO EMPOWER ALL WHO ARE IMPACTED BY BRAIN INJURY."" IN THIS MISSION WE INCLUDE CHILDREN, ADULTS, VETERANS, FAMILIES AS WELL AS CARE TEAMS FOR THOSE WITH BRAIN INJURIES.",B,407,75,Disease/Disorder
452910746,Recovery Program Solutions of,Tonya,info@centersforopportunity.org,VA,B60,"The organization supports adults with mental health, substance abuse, and homelessness issues across northern Virginia.",B,1173,75,Education
200434079,VIRGINIA'S GATEWAY REGION,Keith,info@gatewayregion.com,VA,S30,"THE ORGANIZATION EXISTS TO ENHANCE THE ECONOMIC DEVELOPMENT OPPORTUNITIES FOR THE CITIES OF COLONIAL HEIGHTS, HOPEWELL AND PETERSBURG, AND THE COUNTIES OF DINWIDDIE, PRINCE GEORGE, SURRY AND SUSSEX.",B,194,75,Community Improvement
364686736,FRIENDS OF SOUTHWEST VIRGINIA,Amanda,info@friendsofswva.org,VA,A40,"THE MISSION OF FRIENDS OF SWVA IS: 1. TO PRESERVE, PROMOTE, AND PRESENT THE CULTUAL AND NATURAL ASSETS OF SWVA 2. TO WORK IN PARTNERSHIP IN THE REGION TO GENERATE ECONOMIC DEVELOPMENT THROUGH THESE EFFORTS 3. TO PROVIDE EDUCATIONAL AND CULTURAL OPPORTUNITITES FOR THE GENERAL PUBLIC AND STUDENTS IN THE REGION 4. TO SHOWCASE THE CULTURAL ASSETS OF SWVA AT THE HEARTWOOD ARTISAN GATEWAY",B,681,75,Arts & Culture
753057770,Workhouse Arts Foundation Inc,Leon,info@workhousearts.org,VA,A54,"The mission of the Workhouse Arts Foundation Inc. is to grow and support a vibrant arts center that offers engaging opportunities and enjoyable experiences in visual arts, performing arts, history and education.",B,681,75,Arts & Culture
452739502,Del Ray Montessori School,Bonita,office@thedelraymontessorischool.com,VA,B20,"To create a carefully prepared learning environment that will nurture the spirit of the child, guiding each child along a path toward reaching his or her full potential for learning.",B,1173,75,Education
541427910,Islamic Society of New River Valley,Idris,info@isnrv.org,VA,X40Z,"The Islamic Society of New River Valley is a non-profit 501(c) (3) corporation formed exclusively for religious, educational, and charitable purposes and headquartered in Blacksburg, Virginia. It serves the needs of the Muslim community in the New River Valley area.",B,252,75,Religion
540796610,Animal Welfare League of Alexandria,Stella,info@alexandriaanimals.org,VA,D200,"The mission of the Animal Welfare League of Alexandria is to inspire compassion for all living things, to provide shelter to animals in need, and to promote adoptions, animal welfare, and responsible pet ownership. Our belief that all animals deserve love and care, and that supporting people AND pets enriches our community, is the motivation that fuels our mission.",B,445,75,Animal-Related
521296839,Bridgewater HealthCare Inc,Rodney,info@brcliving.org,VA,E21Z,Management services for related 501(c)(3) organizations.,B,336,75,Health
900168625,NORTHERN VIRGINIA SCIENCE CENTER,Adalene,info@childsci.org,VA,A52,"TO INSPIRE A LOVE OF LEARNING SCIENCE, TECHNOLOGY, ENGINEERING AND MATH (STEM) BY PROVIDING UNIQUE OPPORTUNITIES TO EXPLORE AND CREATE.",B,681,75,Arts & Culture
